"","...1","...2","...3","...4","...5","fips","FIPS.x","stateName","countyName","ccvi","adi.median2","adi.mean2","adi.median.uw2","adi.mean.uw2","fips.y","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS.y","LOCATION","RPL_THEMES","sviscore","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met","VLCN_EXPP","VLCN_EXPPE","VLCN_EXPT","VLCN_HLRB","VLCN_HLRP","VLCN_HLRR","VLCN_EALB","VLCN_EALP","VLCN_EALPE","VLCN_EALT","VLCN_EALS","VLCN_EALR","VLCN_RISKS","VLCN_RISKR","WFIR_EVNTS","WFIR_AFREQ","WFIR_EXPB","WFIR_EXPP","WFIR_EXPPE","WFIR_EXPA","WFIR_EXPT","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_HLRR","WFIR_EALB","WFIR_EALP","WFIR_EALPE","WFIR_EALA","WFIR_EALT","WFIR_EALS","WFIR_EALR","WFIR_RISKS","WFIR_RISKR","WNTW_EVNTS","WNTW_AFREQ","WNTW_EXPB","WNTW_EXPP","WNTW_EXPPE","WNTW_EXPA","WNTW_EXPT","WNTW_HLRB","WNTW_HLRP","WNTW_HLRA","WNTW_HLRR","WNTW_EALB","WNTW_EALP","WNTW_EALPE","WNTW_EALA","WNTW_EALT","WNTW_EALS","WNTW_EALR","WNTW_RISKS","WNTW_RISKR","NRI_VER","coi_num"
"680",680,680,680,680,680,"17031760802",17031760802,"ILLINOIS","Cook",0.415386320499855,3,3,3,3,17031760802,17,"ILLINOIS","IL",17031,"Cook",17031760802,"Census Tract 7608.02, Cook County, Illinois",0.5066,0.5066,2015,17031,17,"IL",417,-0.02746,0.043086,0.045055,0.006776,"Low","High","Moderate","Moderate",38,73,54,53,"Low","Very High","Moderate","Moderate",37,85,48,49,"Low","Very High","Moderate","Moderate",34,86,48,47,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,394118999.999999,5123,38934800000,0,39328919000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",19.2006055011066,0.000241868123548,1838.19773896303,0,1857.39834446414,19.5673020186218,"Relatively Moderate",12.4477927259716,"Relatively Moderate",2021-07-01,3
"681",681,681,681,681,681,"17031760803",17031760803,"ILLINOIS","Cook",0.735512115376623,5,5.75,6,5.75,17031760803,17,"ILLINOIS","IL",17031,"Cook",17031760803,"Census Tract 7608.03, Cook County, Illinois",0.6416,0.6416,2015,17031,17,"IL",916,-0.02068,-0.04407,-0.10539,-0.01925,"Moderate","Very Low","Low","Low",42,9,27,24,"Moderate","Very Low","Low","Low",42,10,25,25,"Low","Very Low","Low","Low",38,12,27,26,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,163309000,1543.99999999999,11734399999.9999,0,11897708999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",7.95605307985715,7.2895643716e-05,554.006892242616,0,561.962945322473,13.1360610138445,"Relatively Low",9.30361332285766,"Relatively Low",2021-07-01,2
"682",682,682,682,682,682,"17031770201",17031770201,"ILLINOIS","Cook",0.244607306631939,3,3.33333333333333,3,3.33333333333333,17031770201,17,"ILLINOIS","IL",17031,"Cook",17031770201,"Census Tract 7702.01, Cook County, Illinois",0.3174,0.3174,2015,17031,17,"IL",1093,0.047583,0.00531,0.14382,0.022607,"High","Low","High","High",76,36,74,72,"High","Low","High","High",72,39,70,69,"High","Moderate","High","High",65,42,69,65,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,135135000,389,2956400000,0,3091535000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",6.5834781484578,1.8365547542e-05,139.578161322783,0,146.161639471241,8.38507720232192,"Relatively Low",6.36516767053724,"Relatively Low",2021-07-01,4
"683",683,683,683,683,683,"17031770202",17031770202,"ILLINOIS","Cook",0.264418614316787,3,4,3,4,17031770202,17,"ILLINOIS","IL",17031,"Cook",17031770202,"Census Tract 7702.02, Cook County, Illinois",0.4973,0.4973,2015,17031,17,"IL",806,-0.0057,0.044278,0.182545,0.025349,"Moderate","High","Very High","High",51,74,82,75,"Moderate","Very High","High","High",51,86,80,72,"Moderate","Very High","High","High",44,87,78,68,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,159639999.999999,1436.99999999999,10921199999.9999,0,11080839999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",7.77730751929406,6.7843937837e-05,515.613927559999,0,523.391235079293,12.8283680690413,"Relatively Low",8.32619584678547,"Relatively Low",2021-07-01,4
"684",684,684,684,684,684,"17031770300",17031770300,"ILLINOIS","Cook",0.107368975215084,3,3.8,3,3.8,17031770300,17,"ILLINOIS","IL",17031,"Cook",17031770300,"Census Tract 7703, Cook County, Illinois",0.2034,0.2034,2015,17031,17,"IL",1324,-0.00783,0.009313,0.140048,0.016453,"Moderate","Low","High","High",50,39,74,65,"Moderate","Moderate","High","High",50,43,69,61,"Moderate","Moderate","High","Moderate",44,46,68,58,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,9.97551005e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,1001870999.99999,7252.99999999999,55122799999.9999,227.849255223415,56124671227.8492,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",48.8089379958824,0.000342430119089,2602.46890507493,0.001259974227666,2651.27910304504,22.031686672481,"Relatively Moderate",11.1202076889265,"Relatively Moderate",2021-07-01,4
"685",685,685,685,685,685,"17031770400",17031770400,"ILLINOIS","Cook",0.306784333827462,3.5,4,4,4,17031770400,17,"ILLINOIS","IL",17031,"Cook",17031770400,"Census Tract 7704, Cook County, Illinois",0.3738,0.3738,2015,17031,17,"IL",1064,-0.01549,0.007754,0.107678,0.011663,"Moderate","Low","High","Moderate",46,38,67,59,"Moderate","Moderate","High","Moderate",45,41,62,54,"Low","Moderate","High","Moderate",40,44,62,52,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.2888589779e-05,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,947504996.978054,7326,55677600000,167793.643345788,56625272790.6213,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",46.1603466397276,0.000345876610016,2628.66223612008,0.927875168934058,2675.75045792874,22.0992634763263,"Relatively Moderate",10.8460183831081,"Relatively Moderate",2021-07-01,3
"686",686,686,686,686,686,"17031770500",17031770500,"ILLINOIS","Cook",0.708261176763968,10,10,10,10,17031770500,17,"ILLINOIS","IL",17031,"Cook",17031770500,"Census Tract 7705, Cook County, Illinois",0.8402,0.8402,2015,17031,17,"IL",1485,0.002379,-0.01596,0.037961,0.003,"Moderate","Low","Moderate","Moderate",56,21,52,48,"Moderate","Low","Moderate","Moderate",55,23,47,45,"Moderate","Low","Moderate","Moderate",48,25,47,45,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.62407701e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,420997999.999999,3512.99999999999,26698799999.9999,0,27119797999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",20.5100908983197,0.000165856474336,1260.50920495356,0,1281.01929585188,17.2881220859638,"Relatively Low",9.18113204817154,"Relatively Low",2021-07-01,3
"687",687,687,687,687,687,"17031770601",17031770601,"ILLINOIS","Cook",0.646790706695668,2.5,2.66666666666667,3,2.66666666666667,17031770601,17,"ILLINOIS","IL",17031,"Cook",17031770601,"Census Tract 7706.01, Cook County, Illinois",0.3988,0.3988,2015,17031,17,"IL",670,0.095306,0.036552,0.099106,0.025989,"Very High","High","High","High",90,67,65,75,"Very High","High","Moderate","High",86,75,60,73,"Very High","High","Moderate","High",82,77,60,69,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,388926999.999999,1930.99999999999,14675599999.9999,0,15064526999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",18.9476627509175,9.116676685e-05,692.867428057313,0,711.815090808231,14.2129750600088,"Relatively Low",9.11841562450833,"Relatively Low",2021-07-01,4
"688",688,688,688,688,688,"17031770602",17031770602,"ILLINOIS","Cook",0.941937629015946,2.5,3.33333333333333,3,3.33333333333333,17031770602,17,"ILLINOIS","IL",17031,"Cook",17031770602,"Census Tract 7706.02, Cook County, Illinois",0.9247,0.9247,2015,17031,17,"IL",1214,0.058284,-0.01531,-0.0295,0.001394,"High","Low","Low","Moderate",80,21,39,47,"High","Low","Low","Moderate",76,23,34,43,"High","Low","Low","Moderate",71,26,36,43,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.097394674e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,1382409000,6992.99999999999,53146799999.9999,914.477513938389,54529209914.4775,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",67.3479072315196,0.000330154945924,2509.17758902371,0.005056931602488,2576.53055318683,21.8226604798683,"Relatively Moderate",10.2991479093119,"Relatively Moderate",2021-07-01,3
"689",689,689,689,689,689,"17031770700",17031770700,"ILLINOIS","Cook",0.233981241600975,2,2,2,2,17031770700,17,"ILLINOIS","IL",17031,"Cook",17031770700,"Census Tract 7707, Cook County, Illinois",0.2266,0.2266,2015,17031,17,"IL",435,0.022315,-0.0116,0.1434,0.017968,"High","Low","High","High",66,23,74,66,"High","Low","High","High",63,25,70,63,"Moderate","Low","High","Moderate",56,28,69,60,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,2.826291212e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,652590999.999999,4979.99999999999,37847999999.9999,0,38500590999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",31.792789346803,0.000235116778307,1786.88751513486,0,1818.68030448166,19.4303840556774,"Relatively Moderate",9.07457983314353,"Relatively Low",2021-07-01,4
"690",690,690,690,690,690,"17031770800",17031770800,"ILLINOIS","Cook",0.352447319931838,5,5,5,5,17031770800,17,"ILLINOIS","IL",17031,"Cook",17031770800,"Census Tract 7708, Cook County, Illinois",0.3459,0.3459,2015,17031,17,"IL",1033,-0.00295,0.002683,0.086349,0.010028,"Moderate","Low","High","Moderate",53,34,62,57,"Moderate","Low","Moderate","Moderate",52,37,57,52,"Moderate","Low","Moderate","Moderate",46,40,57,51,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,2.516211095e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,1038499999.99999,7023.99999999999,53382399999.9999,0,54420899999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",50.5934218165052,0.000331618524263,2520.30078439905,0,2570.89420621555,21.8067359794014,"Relatively Moderate",10.2978663353163,"Relatively Moderate",2021-07-01,3
"691",691,691,691,691,691,"17031770901",17031770901,"ILLINOIS","Cook",0.543647220182596,3,3,3,3,17031770901,17,"ILLINOIS","IL",17031,"Cook",17031770901,"Census Tract 7709.01, Cook County, Illinois",0.4995,0.4995,2015,17031,17,"IL",990,0.011947,0.026464,0.122777,0.018446,"High","Moderate","High","High",61,56,70,67,"Moderate","High","High","High",59,63,65,63,"Moderate","High","High","Moderate",52,64,64,60,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,5.703788818e-06,1250905.82079627,13.442405824031,102162284.262636,0,103413190.083432,0.4,0.000604329616779,0.013579329393992,"Very Low",5.35252669503018,8.4940222e-08,0.645545684511615,0,5.99807237954179,0.736682239071824,"Very Low",0.623856430915902,"Very Low",58,4.777594728,747535999.999999,7215.99999999999,54841599999.9999,0,55589135999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",36.4182996350727,0.000340683267523,2589.19283317533,0,2625.6111328104,21.9603571370327,"Relatively Moderate",11.455227074407,"Relatively Moderate",2021-07-01,4
"692",692,692,692,692,692,"17031770902",17031770902,"ILLINOIS","Cook",0.4923733392444,3,3,3,3,17031770902,17,"ILLINOIS","IL",17031,"Cook",17031770902,"Census Tract 7709.02, Cook County, Illinois",0.4204,0.4204,2015,17031,17,"IL",628,0.054112,0.00233,0.186187,0.027956,"High","Low","Very High","High",78,33,83,77,"High","Low","High","High",74,37,80,75,"High","Low","High","High",68,40,79,71,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,7.045935191e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,677358999.999999,6759.99999999999,51375999999.9999,9592.20027521067,52053368592.2002,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",32.9994314956246,0.00031915450228,2425.57421733166,0.053043513886093,2458.62669234117,21.4845763524072,"Relatively Moderate",11.4220095056887,"Relatively Moderate",2021-07-01,4
"693",693,693,693,693,693,"17031800100",17031800100,"ILLINOIS","Cook",0.0219171250051953,1,1,1,1,17031800100,17,"ILLINOIS","IL",17031,"Cook",17031800100,"Census Tract 8001, Cook County, Illinois",0.0046,0.0046,2015,17031,17,"IL",794,0.146837,0.049344,0.199233,0.04473,"Very High","High","Very High","Very High",97,79,85,93,"Very High","Very High","Very High","Very High",94,92,84,93,"Very High","Very High","Very High","Very High",92,93,82,91,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.2060322e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,1260773999.99999,4876.99999999999,37065199999.9999,227.922848112341,38325974227.9228,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",61.4221192077829,0.000230253921246,1749.92980146841,0.001260381185957,1811.35318105738,19.4042551380294,"Relatively Moderate",11.0893049702911,"Relatively Moderate",2021-07-01,5
"694",694,694,694,694,694,"17031800200",17031800200,"ILLINOIS","Cook",0.0407309402751417,1,1,1,1,17031800200,17,"ILLINOIS","IL",17031,"Cook",17031800200,"Census Tract 8002, Cook County, Illinois",0.0592,0.0592,2015,17031,17,"IL",1847,0.165986,0.035257,0.243151,0.050482,"Very High","High","Very High","Very High",98,65,92,96,"Very High","High","Very High","Very High",97,74,93,96,"Very High","High","Very High","Very High",95,75,93,95,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.612229464e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,573263000,5052,38395200000,0,38968463000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",27.928104738368,0.00023851605703,1812.72203342597,0,1840.65013816433,19.5083114081766,"Relatively Moderate",10.7840429426674,"Relatively Moderate",2021-07-01,5
"695",695,695,695,695,695,"17031800300",17031800300,"ILLINOIS","Cook",0.0630636871198792,1,1,1,1,17031800300,17,"ILLINOIS","IL",17031,"Cook",17031800300,"Census Tract 8003, Cook County, Illinois",0.0732,0.0732,2015,17031,17,"IL",1117,0.083577,0.046152,0.165514,0.033451,"Very High","High","High","Very High",87,76,79,83,"Very High","Very High","High","Very High",83,89,76,81,"High","Very High","High","High",78,90,75,78,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.1471269229e-05,189721.465313161,0.34248759815646,2602905.74598909,397.468175425625,2793024.67947768,0.4,0.000604329616779,0.013579329393992,"Very Low",3.4022640191206,3.467289e-09,0.026351393208828,9.5754723e-05,3.42871116705242,0.611392254734162,"Very Low",0.544881420416425,"Very Low",58,4.777594728,973805000,7617,57889200000,39321.7884414133,58863044321.7884,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",47.4416245854808,0.000359615361519,2733.07674754663,0.217443941053691,2780.73581607317,22.3845915292278,"Relatively Moderate",12.2882796875465,"Relatively Moderate",2021-07-01,5
"696",696,696,696,696,696,"17031800400",17031800400,"ILLINOIS","Cook",0.0347459857857331,1,1,1,1,17031800400,17,"ILLINOIS","IL",17031,"Cook",17031800400,"Census Tract 8004, Cook County, Illinois",0.0158,0.0158,2015,17031,17,"IL",1241,0.075608,0.053321,0.162253,0.032947,"Very High","Very High","High","Very High",85,83,78,82,"Very High","Very High","High","High",82,95,75,80,"High","Very High","High","High",76,96,74,77,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,5.829956362e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,871576999.999999,6267,47629200000,6854.27059100509,48500783854.2705,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",42.4613026543708,0.000295878885472,2248.67952958839,0.037903149104654,2291.17873539186,20.9853195598166,"Relatively Moderate",12.9683236693394,"Relatively Moderate",2021-07-01,4
"697",697,697,697,697,697,"17031800500",17031800500,"ILLINOIS","Cook",0.0513985674900597,1,1,1,1,17031800500,17,"ILLINOIS","IL",17031,"Cook",17031800500,"Census Tract 8005, Cook County, Illinois",0.0676,0.0676,2015,17031,17,"IL",1756,0.072841,0.054535,0.198508,0.036998,"Very High","Very High","Very High","Very High",84,84,85,87,"Very High","Very High","Very High","Very High",81,97,83,85,"High","Very High","Very High","Very High",75,97,82,83,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,4.741217627e-06,0,0,0,3062.40872842251,3062.40872842251,0.4,0.000604329616779,0.013579329393992,"Very Low",0,0,0,0.00144468243429,0.00144468243429,0.045835337070192,"Very Low",0.04481424762358,"Very Low",58,4.777594728,755256000,6760,5.1376e+10,20521.7063648449,52131276521.7063,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",36.7944009508391,0.00031915450228,2425.57421733166,0.11348214020751,2462.4821004227,21.4958005791471,"Relatively Moderate",12.9458076953434,"Relatively Moderate",2021-07-01,5
"698",698,698,698,698,698,"17031800600",17031800600,"ILLINOIS","Cook",0.057882268186919,1,1,1,1,17031800600,17,"ILLINOIS","IL",17031,"Cook",17031800600,"Census Tract 8006, Cook County, Illinois",0.0309,0.0309,2015,17031,17,"IL",792,0.097305,0.048817,0.166825,0.035407,"Very High","High","High","Very High",90,79,79,85,"Very High","Very High","High","Very High",86,92,76,83,"Very High","Very High","High","High",82,93,75,80,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.7547642718e-05,0,0,0,3857.79773213764,3857.79773213764,0.4,0.000604329616779,0.013579329393992,"Very Low",0,0,0,0.0017530175333,0.0017530175333,0.048888313085841,"Very Low",0.037203383023478,"Very Low",58,4.777594728,564209000,3867,29389200000,336754.289209775,29953745754.2892,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",27.4870138947218,0.000182569594722,1387.52891988484,1.86220369710824,1416.87813747667,17.8788712396313,"Relatively Moderate",8.38064269602982,"Relatively Low",2021-07-01,5
"699",699,699,699,699,699,"17031800700",17031800700,"ILLINOIS","Cook",0.0510937781410621,1,1,1,1,17031800700,17,"ILLINOIS","IL",17031,"Cook",17031800700,"Census Tract 8007, Cook County, Illinois",0.1122,0.1122,2015,17031,17,"IL",1672,0.20392,0.054437,0.174598,0.048721,"Very High","Very High","Very High","Very High",100,84,81,95,"Very High","Very High","High","Very High",100,96,78,95,"Very High","Very High","High","Very High",100,97,77,94,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,714902999.999999,6845,5.2022e+10,685.585065536367,52736903685.585,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",34.8284920913673,0.000323167539661,2456.07330142533,0.003791188663758,2490.90558470536,21.5781903108901,"Relatively Moderate",10.8746560230544,"Relatively Moderate",2021-07-01,5
"700",700,700,700,700,700,"17031800800",17031800800,"ILLINOIS","Cook",0.0575497707152852,1,1,1,1,17031800800,17,"ILLINOIS","IL",17031,"Cook",17031800800,"Census Tract 8008, Cook County, Illinois",0.1296,0.1296,2015,17031,17,"IL",482,0.076809,0.034705,0.164513,0.031372,"Very High","High","High","Very High",85,65,79,81,"Very High","High","High","High",82,73,76,79,"High","High","High","High",77,74,74,75,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.77786264e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,727399000,8063,61278800000,5263.2826603566,62006204263.2826,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",35.437269557924,0.000380672004717,2893.10723584987,0.029105210365817,2928.57361061817,22.7744542418734,"Relatively Moderate",12.0393958770134,"Relatively Moderate",2021-07-01,4
"701",701,701,701,701,701,"17031800900",17031800900,"ILLINOIS","Cook",0.160623986921766,1,1.25,1,1.25,17031800900,17,"ILLINOIS","IL",17031,"Cook",17031800900,"Census Tract 8009, Cook County, Illinois",0.1464,0.1464,2015,17031,17,"IL",1118,0.162652,0.031044,0.205571,0.045283,"Very High","High","Very High","Very High",98,61,87,93,"Very High","High","Very High","Very High",96,68,85,93,"Very High","High","Very High","Very High",95,68,85,92,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,5.3230612e-08,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,744571999.999999,3919.99999999999,29791999999.9999,0,30536571999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",36.2739001143562,0.000185071841559,1406.54599584912,0,1442.81989596348,17.9873273234231,"Relatively Moderate",11.8926201635186,"Relatively Moderate",2021-07-01,5
"702",702,702,702,702,702,"17031801000",17031801000,"ILLINOIS","Cook",0.367728349565675,1,1,1,1,17031801000,17,"ILLINOIS","IL",17031,"Cook",17031801000,"Census Tract 8010, Cook County, Illinois",0.1426,0.1426,2015,17031,17,"IL",1299,0.208406,0.021805,0.188794,0.047417,"Very High","Moderate","Very High","Very High",100,51,83,95,"Very High","Moderate","Very High","Very High",100,57,81,94,"Very High","Moderate","High","Very High",100,59,80,93,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,276180000,5520.99999999999,41959599999.9999,0,42235779999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",13.4548784181823,0.000260658580931,1981.0052150722,0,1994.46009349038,20.0372314149541,"Relatively Moderate",11.8468551815075,"Relatively Moderate",2021-07-01,5
