"","fips","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met"
"288",17031240900,2015,17031,17,"IL",171,-0.025293577,-0.062013019,-0.16408399,-0.028507331,"Low","Very Low","Very Low","Very Low",40,5,19,17,"Low","Very Low","Very Low","Very Low",38,6,18,18,"Low","Very Low","Very Low","Very Low",35,7,20,20
"289",17031241000,2015,17031,17,"IL",587,-0.03076086,-0.032666229,-0.20223773,-0.030454494,"Low","Very Low","Very Low","Very Low",36,13,15,16,"Low","Very Low","Very Low","Very Low",35,14,15,17,"Low","Very Low","Very Low","Very Low",33,16,16,19
"290",17031241100,2015,17031,17,"IL",643,-0.01263402,0.0056305993,-0.089141347,-0.011199713,"Moderate","Low","Low","Low",47,36,29,32,"Moderate","Low","Low","Low",47,39,27,31,"Moderate","Moderate","Low","Low",41,43,28,33
"291",17031241200,2015,17031,17,"IL",245,0.0040780287,0.014355922,0.21920933,0.027538359,"Moderate","Moderate","Very High","High",57,44,89,77,"Moderate","Moderate","Very High","High",56,48,89,74,"Moderate","Moderate","Very High","High",49,51,88,71
"292",17031241300,2015,17031,17,"IL",418,0.0071159825,0.029536156,0.083729662,0.013682016,"Moderate","Moderate","High","High",58,59,62,61,"Moderate","High","Moderate","Moderate",57,66,56,56,"Moderate","High","Moderate","Moderate",50,67,56,55
"293",17031241400,2015,17031,17,"IL",677,0.010642095,0.038315531,0.15091234,0.022837961,"Moderate","High","High","High",60,68,76,72,"Moderate","High","High","High",59,78,72,69,"Moderate","High","High","High",52,79,71,66
"294",17031241500,2015,17031,17,"IL",444,0.021206949,0.035310116,0.17804839,0.026854916,"High","High","Very High","High",65,65,81,76,"High","High","High","High",63,74,79,74,"Moderate","High","High","High",55,75,78,70
"295",17031241600,2015,17031,17,"IL",269,-0.0078571886,0.0058245761,0.054534875,0.0061067622,"Moderate","Low","Moderate","Moderate",50,36,56,52,"Moderate","Low","Moderate","Moderate",50,40,50,48,"Moderate","Moderate","Moderate","Moderate",43,43,50,47
"296",17031242000,2015,17031,17,"IL",699,-0.0050622313,-0.0016148731,0.053224716,0.0054756356,"Moderate","Low","Moderate","Moderate",52,30,55,51,"Moderate","Low","Moderate","Moderate",51,33,50,47,"Moderate","Low","Moderate","Moderate",45,36,50,46
"297",17031242100,2015,17031,17,"IL",445,0.020839665,0.014386923,0.21132761,0.028479386,"High","Moderate","Very High","High",65,44,88,78,"High","Moderate","Very High","High",62,48,87,75,"Moderate","Moderate","Very High","High",55,51,86,72
"298",17031242200,2015,17031,17,"IL",419,0.026089184,0.016323477,0.14841069,0.021928186,"High","Moderate","High","High",68,46,75,71,"High","Moderate","High","High",64,50,71,68,"Moderate","Moderate","High","High",57,54,70,65
"299",17031242300,2015,17031,17,"IL",283,0.010065231,0.023160672,0.2196313,0.029183457,"Moderate","Moderate","Very High","High",60,52,89,79,"Moderate","Moderate","Very High","High",58,59,89,76,"Moderate","Moderate","Very High","High",52,60,88,73
"300",17031242400,2015,17031,17,"IL",208,-0.0087099653,-0.0016541772,0.18052062,0.019913658,"Moderate","Low","Very High","High",50,30,82,69,"Moderate","Low","High","High",49,33,79,65,"Moderate","Low","High","High",43,36,78,62
"301",17031242500,2015,17031,17,"IL",608,-0.021085206,-0.0045021391,0.12172081,0.011383268,"Moderate","Low","High","Moderate",42,28,70,58,"Moderate","Low","High","Moderate",41,31,65,54,"Low","Low","High","Moderate",38,34,64,52
"302",17031242600,2015,17031,17,"IL",1128,-0.022961058,-0.070004895,-0.0030200165,-0.010310778,"Moderate","Very Low","Moderate","Low",41,4,44,33,"Low","Very Low","Low","Low",40,5,39,32,"Low","Very Low","Low","Low",37,6,40,33
"303",17031242700,2015,17031,17,"IL",286,-0.012035738,-0.061037783,-0.20507333,-0.031715754,"Moderate","Very Low","Very Low","Very Low",48,5,14,15,"Moderate","Very Low","Very Low","Very Low",47,6,15,16,"Moderate","Very Low","Very Low","Very Low",42,8,16,18
"304",17031242800,2015,17031,17,"IL",351,-0.0027204626,-0.0045010326,0.14787768,0.016468596,"Moderate","Low","High","High",53,28,75,65,"Moderate","Low","High","High",52,31,71,61,"Moderate","Low","High","Moderate",46,34,70,58
"305",17031242900,2015,17031,17,"IL",220,-0.0051556197,-0.024784559,0.048666976,0.002479644,"Moderate","Very Low","Moderate","Moderate",52,16,54,48,"Moderate","Very Low","Moderate","Moderate",51,18,49,44,"Moderate","Very Low","Moderate","Moderate",45,20,49,44
"306",17031243000,2015,17031,17,"IL",223,-0.0068013179,0.015113032,0.080059528,0.01018445,"Moderate","Moderate","High","Moderate",51,44,61,57,"Moderate","Moderate","Moderate","Moderate",51,49,56,52,"Moderate","Moderate","Moderate","Moderate",44,52,55,51
"307",17031243100,2015,17031,17,"IL",294,0.0068420484,0.0059891352,0.16565382,0.020712297,"Moderate","Low","High","High",58,36,79,70,"Moderate","Low","High","High",57,40,76,66,"Moderate","Moderate","High","High",50,43,75,63
"308",17031243200,2015,17031,17,"IL",486,0.018882021,0.0052327025,0.25189537,0.032024257,"High","Low","Very High","Very High",64,36,94,82,"High","Low","Very High","High",62,39,95,79,"Moderate","Moderate","Very High","High",55,42,95,76
"309",17031243300,2015,17031,17,"IL",308,-0.011735395,-0.014655697,0.19586524,0.019991005,"Moderate","Low","Very High","High",48,21,85,69,"Moderate","Low","Very High","High",47,24,83,65,"Moderate","Low","Very High","High",42,26,81,62
"310",17031243400,2015,17031,17,"IL",486,-0.019237155,0.010016035,0.096323527,0.010163699,"Moderate","Low","High","Moderate",43,40,64,57,"Moderate","Moderate","Moderate","Moderate",42,43,60,52,"Low","Moderate","Moderate","Moderate",39,46,59,51
"311",17031243500,2015,17031,17,"IL",424,-0.0032117045,0.017349174,0.24229713,0.029740481,"Moderate","Moderate","Very High","High",53,47,92,79,"Moderate","Moderate","Very High","High",52,52,93,77,"Moderate","Moderate","Very High","High",46,55,93,74
"312",17031250200,2015,17031,17,"IL",792,-0.081465147,-0.033438932,-0.21715075,-0.037893001,"Very Low","Very Low","Very Low","Very Low",12,12,13,11,"Very Low","Very Low","Very Low","Very Low",10,14,14,13,"Very Low","Very Low","Very Low","Very Low",9,16,15,14
"313",17031250300,2015,17031,17,"IL",1409,-0.068157874,-0.019828061,-0.34994933,-0.050465167,"Very Low","Very Low","Very Low","Very Low",16,18,5,6,"Very Low","Very Low","Very Low","Very Low",14,20,8,9,"Very Low","Low","Very Low","Very Low",14,23,8,9
"314",17031250400,2015,17031,17,"IL",1001,-0.050004814,-0.038487516,-0.33498949,-0.04868567,"Low","Very Low","Very Low","Very Low",25,11,6,7,"Low","Very Low","Very Low","Very Low",23,12,8,9,"Low","Very Low","Very Low","Very Low",23,13,9,10
"315",17031250500,2015,17031,17,"IL",1770,-0.023558101,0.02436509,0.041740697,0.0048389104,"Moderate","Moderate","Moderate","Moderate",41,54,53,51,"Low","Moderate","Moderate","Moderate",39,60,47,47,"Low","High","Moderate","Moderate",36,61,48,46
"316",17031250600,2015,17031,17,"IL",684,-0.041619636,-0.020009445,-0.18210293,-0.027968641,"Low","Very Low","Very Low","Very Low",30,18,17,18,"Low","Very Low","Very Low","Very Low",28,20,17,18,"Low","Low","Very Low","Very Low",27,22,18,20
"317",17031250700,2015,17031,17,"IL",1000,-0.083609536,-0.044921614,-0.44276753,-0.065660104,"Very Low","Very Low","Very Low","Very Low",11,9,3,3,"Very Low","Very Low","Very Low","Very Low",9,10,5,5,"Very Low","Very Low","Very Low","Very Low",9,12,6,6
"318",17031250800,2015,17031,17,"IL",716,-0.10095674,-0.031385295,-0.31613493,-0.051379263,"Very Low","Very Low","Very Low","Very Low",6,13,7,6,"Very Low","Very Low","Very Low","Very Low",6,15,9,8,"Very Low","Very Low","Very Low","Very Low",5,17,10,9
"319",17031251000,2015,17031,17,"IL",235,-0.086288445,-0.091158636,-0.39091778,-0.064807065,"Very Low","Very Low","Very Low","Very Low",10,2,4,3,"Very Low","Very Low","Very Low","Very Low",8,3,6,5,"Very Low","Very Low","Very Low","Very Low",8,4,7,6
"320",17031251100,2015,17031,17,"IL",971,-0.095794268,-0.11051827,-0.57358176,-0.089214519,"Very Low","Very Low","Very Low","Very Low",8,1,1,1,"Very Low","Very Low","Very Low","Very Low",7,2,2,1,"Very Low","Very Low","Very Low","Very Low",6,2,3,2
"321",17031251200,2015,17031,17,"IL",1022,-0.058756374,-0.096041664,-0.23425598,-0.044002861,"Very Low","Very Low","Very Low","Very Low",20,2,12,9,"Very Low","Very Low","Very Low","Very Low",19,3,13,10,"Very Low","Very Low","Very Low","Very Low",19,3,14,11
"322",17031251300,2015,17031,17,"IL",747,-0.0572473,-0.12891378,-0.38389006,-0.064768992,"Low","Very Low","Very Low","Very Low",21,1,4,3,"Very Low","Very Low","Very Low","Very Low",20,1,6,5,"Very Low","Very Low","Very Low","Very Low",19,1,7,6
"323",17031251400,2015,17031,17,"IL",1003,-0.055694778,-0.022571074,-0.40980351,-0.056355648,"Low","Very Low","Very Low","Very Low",22,17,3,5,"Low","Very Low","Very Low","Very Low",21,19,6,7,"Very Low","Low","Very Low","Very Low",20,21,7,8
"324",17031251500,2015,17031,17,"IL",883,-0.058178656,-0.13781762,-0.63315433,-0.094886526,"Low","Very Low","Very Low","Very Low",21,1,1,1,"Very Low","Very Low","Very Low","Very Low",19,1,1,1,"Very Low","Very Low","Very Low","Very Low",19,1,1,1
"325",17031251600,2015,17031,17,"IL",1167,-0.064349122,-0.10742877,-0.58128881,-0.086302429,"Very Low","Very Low","Very Low","Very Low",18,1,1,1,"Very Low","Very Low","Very Low","Very Low",16,2,2,2,"Very Low","Very Low","Very Low","Very Low",16,2,2,2
"326",17031251700,2015,17031,17,"IL",397,-0.070045464,-0.14399235,-0.47449866,-0.078351483,"Very Low","Very Low","Very Low","Very Low",15,1,2,1,"Very Low","Very Low","Very Low","Very Low",13,1,4,3,"Very Low","Very Low","Very Low","Very Low",13,1,5,3
"327",17031251800,2015,17031,17,"IL",1963,-0.065285258,-0.10362558,-0.48785192,-0.07510592,"Very Low","Very Low","Very Low","Very Low",17,2,2,2,"Very Low","Very Low","Very Low","Very Low",16,2,4,3,"Very Low","Very Low","Very Low","Very Low",15,3,5,4
"328",17031251900,2015,17031,17,"IL",1736,-0.070762888,-0.071468048,-0.53522366,-0.077831604,"Very Low","Very Low","Very Low","Very Low",15,4,1,2,"Very Low","Very Low","Very Low","Very Low",13,5,3,3,"Very Low","Very Low","Very Low","Very Low",12,6,3,3
"329",17031252000,2015,17031,17,"IL",1456,-0.045819342,-0.017806023,-0.49167714,-0.064305656,"Low","Very Low","Very Low","Very Low",27,20,2,3,"Low","Low","Very Low","Very Low",26,22,4,5,"Low","Low","Very Low","Very Low",25,24,4,6
"330",17031252101,2015,17031,17,"IL",284,-0.067272186,-0.037191819,-0.40115586,-0.058178313,"Very Low","Very Low","Very Low","Very Low",17,11,4,4,"Very Low","Very Low","Very Low","Very Low",15,13,6,6,"Very Low","Very Low","Very Low","Very Low",14,14,7,7
"331",17031252102,2015,17031,17,"IL",2128,-0.058557875,-0.054663599,-0.35743272,-0.053964093,"Very Low","Very Low","Very Low","Very Low",20,6,5,5,"Very Low","Very Low","Very Low","Very Low",19,8,7,8,"Very Low","Very Low","Very Low","Very Low",19,9,8,8
"332",17031252201,2015,17031,17,"IL",463,-0.061138745,-0.092534244,-0.45397064,-0.06952025,"Very Low","Very Low","Very Low","Very Low",19,2,3,2,"Very Low","Very Low","Very Low","Very Low",18,3,5,4,"Very Low","Very Low","Very Low","Very Low",17,4,5,5
"333",17031252202,2015,17031,17,"IL",1580,-0.044979744,-0.034176983,-0.60082769,-0.078676663,"Low","Very Low","Very Low","Very Low",27,12,1,1,"Low","Very Low","Very Low","Very Low",26,14,2,3,"Low","Very Low","Very Low","Very Low",25,15,2,3
"334",17031260100,2015,17031,17,"IL",318,-0.063255921,-0.060826711,-0.50179571,-0.071974173,"Very Low","Very Low","Very Low","Very Low",18,5,2,2,"Very Low","Very Low","Very Low","Very Low",17,6,4,4,"Very Low","Very Low","Very Low","Very Low",16,8,4,5
"335",17031260200,2015,17031,17,"IL",391,-0.069649257,-0.051872864,-0.53680962,-0.075817712,"Very Low","Very Low","Very Low","Very Low",16,7,1,2,"Very Low","Very Low","Very Low","Very Low",14,8,3,3,"Very Low","Very Low","Very Low","Very Low",13,10,3,4
"336",17031260300,2015,17031,17,"IL",432,-0.070736572,-0.057778273,-0.45747155,-0.067310601,"Very Low","Very Low","Very Low","Very Low",15,6,2,3,"Very Low","Very Low","Very Low","Very Low",13,7,5,5,"Very Low","Very Low","Very Low","Very Low",12,8,5,5
"337",17031260400,2015,17031,17,"IL",461,-0.056601264,-0.071536794,-0.65285254,-0.089988813,"Low","Very Low","Very Low","Very Low",21,4,1,1,"Very Low","Very Low","Very Low","Very Low",20,5,1,1,"Very Low","Very Low","Very Low","Very Low",20,6,1,2
"338",17031260500,2015,17031,17,"IL",443,-0.048787799,-0.068207264,-0.55509567,-0.07736931,"Low","Very Low","Very Low","Very Low",25,4,1,2,"Low","Very Low","Very Low","Very Low",24,5,3,3,"Low","Very Low","Very Low","Very Low",24,6,3,3
"339",17031260600,2015,17031,17,"IL",726,-0.059505492,-0.063185491,-0.67437834,-0.091936536,"Very Low","Very Low","Very Low","Very Low",20,5,1,1,"Very Low","Very Low","Very Low","Very Low",19,6,1,1,"Very Low","Very Low","Very Low","Very Low",18,7,1,1
"340",17031260700,2015,17031,17,"IL",689,-0.07039462,-0.062693574,-0.66274768,-0.091734342,"Very Low","Very Low","Very Low","Very Low",15,5,1,1,"Very Low","Very Low","Very Low","Very Low",13,6,1,1,"Very Low","Very Low","Very Low","Very Low",13,7,1,1
"341",17031260800,2015,17031,17,"IL",845,-0.062106151,-0.030010452,-0.62173092,-0.08257065,"Very Low","Very Low","Very Low","Very Low",19,14,1,1,"Very Low","Very Low","Very Low","Very Low",17,15,2,2,"Very Low","Very Low","Very Low","Very Low",17,17,2,2
"342",17031260900,2015,17031,17,"IL",457,-0.060916908,-0.062057663,-0.66739917,-0.091159478,"Very Low","Very Low","Very Low","Very Low",19,5,1,1,"Very Low","Very Low","Very Low","Very Low",18,6,1,1,"Very Low","Very Low","Very Low","Very Low",18,7,1,1
"343",17031261000,2015,17031,17,"IL",674,-0.055318981,-0.079564214,-0.54956579,-0.078650847,"Low","Very Low","Very Low","Very Low",22,3,1,1,"Low","Very Low","Very Low","Very Low",21,4,3,3,"Very Low","Very Low","Very Low","Very Low",20,5,3,3
"344",17031270500,2015,17031,17,"IL",510,-0.08330632,0.0086393887,-0.5894317,-0.077058643,"Very Low","Low","Very Low","Very Low",11,38,1,2,"Very Low","Moderate","Very Low","Very Low",9,42,2,3,"Very Low","Moderate","Very Low","Very Low",9,45,2,4
"345",17031271200,2015,17031,17,"IL",268,-0.061380211,-0.028472437,-0.58812201,-0.078407571,"Very Low","Very Low","Very Low","Very Low",19,14,1,1,"Very Low","Very Low","Very Low","Very Low",18,16,2,3,"Very Low","Very Low","Very Low","Very Low",17,18,2,3
"346",17031271300,2015,17031,17,"IL",549,-0.058747131,-0.0031565477,-0.42711973,-0.05665702,"Very Low","Low","Very Low","Very Low",20,29,3,5,"Very Low","Low","Very Low","Very Low",19,32,5,7,"Very Low","Low","Very Low","Very Low",19,35,6,8
"347",17031271400,2015,17031,17,"IL",391,-0.052598476,-0.02995478,-0.59884411,-0.078842171,"Low","Very Low","Very Low","Very Low",23,14,1,1,"Low","Very Low","Very Low","Very Low",22,15,2,3,"Low","Very Low","Very Low","Very Low",22,17,2,3
"348",17031271500,2015,17031,17,"IL",400,-0.10075969,-0.011525182,-0.53426719,-0.074694291,"Very Low","Low","Very Low","Very Low",7,23,1,2,"Very Low","Low","Very Low","Very Low",6,25,3,4,"Very Low","Low","Very Low","Very Low",5,28,4,4
"349",17031271800,2015,17031,17,"IL",300,-0.064457066,-0.056477524,-0.64569545,-0.088429376,"Very Low","Very Low","Very Low","Very Low",18,6,1,1,"Very Low","Very Low","Very Low","Very Low",16,7,1,2,"Very Low","Very Low","Very Low","Very Low",16,9,1,2
"350",17031280100,2015,17031,17,"IL",353,-0.0038924322,0.011178632,0.30228648,0.036007952,"Moderate","Moderate","Very High","Very High",52,41,98,86,"Moderate","Moderate","Very High","Very High",52,45,99,84,"Moderate","Moderate","Very High","Very High",45,47,99,81
"351",17031280400,2015,17031,17,"IL",715,-0.0078410283,-0.049062822,-0.50364244,-0.064804293,"Moderate","Very Low","Very Low","Very Low",50,8,2,3,"Moderate","Very Low","Very Low","Very Low",50,9,4,5,"Moderate","Very Low","Very Low","Very Low",43,10,4,6
"352",17031280800,2015,17031,17,"IL",224,-0.02121436,-0.051796328,-0.29215607,-0.041910108,"Moderate","Very Low","Very Low","Very Low",42,7,8,10,"Moderate","Very Low","Very Low","Very Low",41,8,10,11,"Low","Very Low","Very Low","Very Low",38,10,11,13
"353",17031280900,2015,17031,17,"IL",365,-0.016014749,0.0021655753,-0.51833695,-0.06199763,"Moderate","Low","Very Low","Very Low",45,33,2,4,"Moderate","Low","Very Low","Very Low",44,36,3,6,"Low","Low","Very Low","Very Low",40,39,4,7
"354",17031281900,2015,17031,17,"IL",386,0.011920601,0.011093361,0.17461164,0.0228603,"High","Moderate","Very High","High",61,41,81,72,"Moderate","Moderate","High","High",59,45,78,69,"Moderate","Moderate","High","High",52,47,77,66
"355",17031282700,2015,17031,17,"IL",586,-0.025624711,-0.063682765,-0.17411245,-0.029890476,"Low","Very Low","Very Low","Very Low",39,5,18,16,"Low","Very Low","Very Low","Very Low",38,6,17,17,"Low","Very Low","Very Low","Very Low",35,7,19,19
"356",17031282800,2015,17031,17,"IL",248,-0.011206526,-0.028894037,-0.018060736,-0.0064083273,"Moderate","Very Low","Moderate","Low",48,14,41,37,"Moderate","Very Low","Low","Low",48,16,36,35,"Moderate","Very Low","Low","Low",42,18,38,36
"357",17031283100,2015,17031,17,"IL",518,0.026755549,0.0056991531,-0.17696288,-0.017071072,"High","Low","Very Low","Low",68,36,17,26,"High","Low","Very Low","Low",65,40,17,26,"Moderate","Moderate","Very Low","Low",57,43,19,27
"358",17031283200,2015,17031,17,"IL",212,0.031640705,0.050343912,0.031913344,0.012559703,"High","High","Moderate","Moderate",70,80,51,60,"High","Very High","Moderate","Moderate",67,93,46,55,"Moderate","Very High","Moderate","Moderate",59,94,46,53
"359",17031283800,2015,17031,17,"IL",896,-0.011344375,-0.030263526,-0.073492557,-0.013033574,"Moderate","Very Low","Low","Low",48,13,31,30,"Moderate","Very Low","Low","Low",48,15,29,29,"Moderate","Very Low","Low","Low",42,17,30,31
"360",17031290900,2015,17031,17,"IL",1220,-0.058371238,-0.13316727,-0.61875802,-0.092736289,"Very Low","Very Low","Very Low","Very Low",20,1,1,1,"Very Low","Very Low","Very Low","Very Low",19,1,2,1,"Very Low","Very Low","Very Low","Very Low",19,1,2,1
"361",17031291200,2015,17031,17,"IL",919,-0.075769357,-0.0078477385,-0.61965775,-0.081495136,"Very Low","Low","Very Low","Very Low",13,26,1,1,"Very Low","Low","Very Low","Very Low",12,28,2,2,"Very Low","Low","Very Low","Very Low",11,31,2,3
"362",17031291600,2015,17031,17,"IL",275,-0.040617891,-0.01677715,-0.26095393,-0.036711562,"Low","Very Low","Very Low","Very Low",30,20,10,12,"Low","Low","Very Low","Very Low",29,22,11,13,"Low","Low","Very Low","Very Low",28,24,12,15
"363",17031292200,2015,17031,17,"IL",775,-0.080905035,-0.058216263,-0.60251749,-0.085399985,"Very Low","Very Low","Very Low","Very Low",12,6,1,1,"Very Low","Very Low","Very Low","Very Low",10,7,2,2,"Very Low","Very Low","Very Low","Very Low",9,8,2,2
"364",17031292400,2015,17031,17,"IL",573,-0.085033633,-0.066176511,-0.47945818,-0.072348312,"Very Low","Very Low","Very Low","Very Low",10,5,2,2,"Very Low","Very Low","Very Low","Very Low",9,5,4,4,"Very Low","Very Low","Very Low","Very Low",8,7,5,5
"365",17031292500,2015,17031,17,"IL",1067,-0.045290507,-0.037785523,-0.59181404,-0.078042053,"Low","Very Low","Very Low","Very Low",27,11,1,1,"Low","Very Low","Very Low","Very Low",26,12,2,3,"Low","Very Low","Very Low","Very Low",25,14,2,3
"366",17031300500,2015,17031,17,"IL",765,-0.064953215,-0.069677837,-0.20960116,-0.039021544,"Very Low","Very Low","Very Low","Very Low",18,4,14,11,"Very Low","Very Low","Very Low","Very Low",16,5,15,12,"Very Low","Very Low","Very Low","Very Low",15,6,16,14
"367",17031300600,2015,17031,17,"IL",842,-0.060976323,-0.042806514,-0.22664806,-0.037722953,"Very Low","Very Low","Very Low","Very Low",19,9,12,12,"Very Low","Very Low","Very Low","Very Low",18,11,14,13,"Very Low","Very Low","Very Low","Very Low",18,12,15,14
"368",17031300700,2015,17031,17,"IL",1540,-0.068127833,-0.049337268,-0.33031997,-0.051298056,"Very Low","Very Low","Very Low","Very Low",16,8,6,6,"Very Low","Very Low","Very Low","Very Low",14,9,8,8,"Very Low","Very Low","Very Low","Very Low",14,10,9,9
"369",17031300800,2015,17031,17,"IL",1494,-0.06443435,-0.057865888,-0.42679214,-0.063043579,"Very Low","Very Low","Very Low","Very Low",18,6,3,3,"Very Low","Very Low","Very Low","Very Low",16,7,5,6,"Very Low","Very Low","Very Low","Very Low",16,8,6,6
"370",17031300900,2015,17031,17,"IL",1240,-0.079980105,-0.076546691,-0.37117654,-0.060258131,"Very Low","Very Low","Very Low","Very Low",12,3,5,4,"Very Low","Very Low","Very Low","Very Low",11,4,7,6,"Very Low","Very Low","Very Low","Very Low",10,5,8,7
"371",17031301100,2015,17031,17,"IL",1014,-0.066341497,-0.057673089,-0.34083673,-0.053209614,"Very Low","Very Low","Very Low","Very Low",17,6,6,6,"Very Low","Very Low","Very Low","Very Low",15,7,8,8,"Very Low","Very Low","Very Low","Very Low",15,8,9,8
"372",17031301200,2015,17031,17,"IL",1242,-0.066790178,-0.044932336,-0.43768072,-0.063204601,"Very Low","Very Low","Very Low","Very Low",17,9,3,3,"Very Low","Very Low","Very Low","Very Low",15,10,5,6,"Very Low","Very Low","Very Low","Very Low",14,12,6,6
"373",17031301600,2015,17031,17,"IL",1800,-0.064365163,-0.026774898,-0.28851339,-0.043615606,"Very Low","Very Low","Very Low","Very Low",18,15,8,9,"Very Low","Very Low","Very Low","Very Low",16,17,10,10,"Very Low","Very Low","Very Low","Very Low",16,19,11,12
"374",17031301701,2015,17031,17,"IL",1395,-0.062238213,-0.054696687,-0.26091239,-0.043118328,"Very Low","Very Low","Very Low","Very Low",19,6,10,9,"Very Low","Very Low","Very Low","Very Low",17,8,11,11,"Very Low","Very Low","Very Low","Very Low",17,9,12,12
"375",17031301702,2015,17031,17,"IL",1395,-0.063200973,-0.026464639,-0.28674099,-0.043247055,"Very Low","Very Low","Very Low","Very Low",18,15,8,9,"Very Low","Very Low","Very Low","Very Low",17,17,10,11,"Very Low","Very Low","Very Low","Very Low",16,19,11,12
"376",17031301801,2015,17031,17,"IL",1282,-0.055448577,-0.053118765,-0.12183858,-0.025979046,"Low","Very Low","Low","Very Low",22,7,24,19,"Low","Very Low","Low","Very Low",21,8,23,20,"Very Low","Very Low","Low","Low",20,9,24,21
"377",17031301802,2015,17031,17,"IL",985,-0.058970965,-0.061346214,-0.25754833,-0.043068316,"Very Low","Very Low","Very Low","Very Low",20,5,10,9,"Very Low","Very Low","Very Low","Very Low",19,6,12,11,"Very Low","Very Low","Very Low","Very Low",18,8,13,12
"378",17031301803,2015,17031,17,"IL",1727,-0.058795001,-0.043971647,-0.12617208,-0.025886353,"Very Low","Very Low","Low","Very Low",20,9,24,19,"Very Low","Very Low","Low","Very Low",19,10,22,20,"Very Low","Very Low","Low","Low",18,12,24,21
"379",17031310200,2015,17031,17,"IL",255,-0.03619647,-0.0083856229,0.059293821,0.0020170482,"Low","Low","Moderate","Moderate",33,25,57,47,"Low","Low","Moderate","Moderate",32,28,51,44,"Low","Low","Moderate","Moderate",30,30,51,44
"380",17031310300,2015,17031,17,"IL",276,-0.0057219728,-0.023374485,-0.1251519,-0.017705953,"Moderate","Very Low","Low","Low",51,17,24,26,"Moderate","Very Low","Low","Low",51,19,22,26,"Moderate","Low","Low","Low",44,21,24,27
"381",17031310400,2015,17031,17,"IL",255,-0.0048015504,-0.0097883306,0.043961365,0.0035584315,"Moderate","Low","Moderate","Moderate",52,24,53,49,"Moderate","Low","Moderate","Moderate",52,27,48,46,"Moderate","Low","Moderate","Moderate",45,29,48,45
"382",17031310500,2015,17031,17,"IL",252,-0.026703978,-0.072907418,-0.10036673,-0.022386258,"Low","Very Low","Low","Low",39,4,27,22,"Low","Very Low","Low","Low",37,5,25,22,"Low","Very Low","Low","Low",34,6,27,24
"383",17031310600,2015,17031,17,"IL",543,-0.037663631,-0.043949563,-0.2594049,-0.039081648,"Low","Very Low","Very Low","Very Low",32,9,10,11,"Low","Very Low","Very Low","Very Low",31,10,11,12,"Low","Very Low","Very Low","Very Low",30,12,12,14
"384",17031310700,2015,17031,17,"IL",195,-0.049494952,-0.049207456,0.0011069214,-0.010566255,"Low","Very Low","Moderate","Low",25,8,45,33,"Low","Very Low","Low","Low",24,9,40,32,"Low","Very Low","Moderate","Low",23,10,41,33
"385",17031310800,2015,17031,17,"IL",993,-0.026685836,-0.034879055,-0.0068245418,-0.0074466974,"Low","Very Low","Moderate","Low",39,12,43,36,"Low","Very Low","Low","Low",37,13,38,34,"Low","Very Low","Low","Low",34,15,39,35
"386",17031310900,2015,17031,17,"IL",1606,-0.03530404,-0.022673508,-0.20933923,-0.030727647,"Low","Very Low","Very Low","Very Low",33,17,14,16,"Low","Very Low","Very Low","Very Low",32,19,15,17,"Low","Low","Very Low","Very Low",30,21,16,18
"387",17031320100,2015,17031,17,"IL",836,0.038033169,0.03553126,0.20136903,0.031462315,"High","High","Very High","Very High",73,65,86,81,"High","High","Very High","High",69,74,84,79,"High","High","Very High","High",62,75,83,76
"388",17031320400,2015,17031,17,"IL",55,0.0051747565,-0.0098656248,0.24804385,0.028457291,"Moderate","Low","Very High","High",57,24,93,78,"Moderate","Low","Very High","High",56,27,94,75,"Moderate","Low","Very High","High",50,29,94,72
"389",17031320600,2015,17031,17,"IL",390,0.017228886,0.030599983,0.091090053,0.015773505,"High","Moderate","High","High",63,60,63,64,"High","High","Moderate","Moderate",61,67,58,59,"Moderate","High","Moderate","Moderate",54,68,58,57
"390",17031330100,2015,17031,17,"IL",2616,-0.0011248894,0.017602146,0.17097685,0.021680502,"Moderate","Moderate","High","High",54,47,80,71,"Moderate","Moderate","High","High",53,52,77,67,"Moderate","Moderate","High","High",47,55,76,64
"391",17031330200,2015,17031,17,"IL",731,-0.0033883902,0.028145226,0.12698077,0.017415246,"Moderate","Moderate","High","High",53,58,71,66,"Moderate","High","High","High",52,65,66,62,"Moderate","High","High","Moderate",46,66,65,59
"392",17031340300,2015,17031,17,"IL",334,-0.047043111,-0.020612527,-0.082801849,-0.017052049,"Low","Very Low","Low","Low",26,18,30,26,"Low","Very Low","Low","Low",25,20,27,26,"Low","Low","Low","Low",24,22,29,28
"393",17031340400,2015,17031,17,"IL",376,-0.040208284,-0.031363185,-0.032772526,-0.011598688,"Low","Very Low","Low","Low",30,13,38,32,"Low","Very Low","Low","Low",29,15,34,30,"Low","Very Low","Low","Low",28,17,35,32
